,エンタメ,スポーツ,おもしろ,国内,海外,コラム,IT・科学,グルメ
malware,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-6.324358962381311,-8.55756708555451
長野五輪,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
2nd,-7.330896572103244,-6.616734305264842,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
武装,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
ヒストグラム,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
NHK,-6.009140732120925,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
連想,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.242493153187626,-8.626944055375356,-7.458954796886401
裁判所,-8.717190933223135,-8.408493774492896,-7.271008538280992,-7.184123591533645,-7.1372784372603855,-8.935640333747571,-8.626944055375356,-8.55756708555451
思い込み,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
破綻,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.731813329152222,-8.935640333747571,-8.626944055375356,-8.55756708555451
奇抜,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
VALERIE,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
松岡広大,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
コマンド,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
元祖,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
キット,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.143880864519516,-7.933796874815411,-7.458954796886401
医務,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
Preview,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-6.835184586147301,-8.55756708555451
宝塚歌劇団,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
分散,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
昼食,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-7.458954796886401
メープルシロップ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
早い,-7.330896572103244,-6.799055862058796,-7.271008538280992,-7.589588699641809,-7.424960509712167,-7.54934597262768,-7.240649694255466,-6.94812917312041
AKLO,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
一大,-8.02404375266319,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-7.864419904994565
節約,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.242493153187626,-7.528331766707247,-6.765807616326455
大西洋,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
江沢民,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.914134885946176,-8.935640333747571,-8.626944055375356,-8.55756708555451
コミュニケーションズ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
日本様式,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
草木,-8.717190933223135,-8.408493774492896,-6.983326465829211,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
セキュリティ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-5.259648225388883,-8.55756708555451
邪魔,-8.02404375266319,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-7.54934597262768,-7.528331766707247,-8.55756708555451
みやざきフェニックス・リーグ,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
AV男優,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.54934597262768,-8.626944055375356,-8.55756708555451
回す,-8.02404375266319,-8.408493774492896,-7.271008538280992,-8.282735880201754,-7.424960509712167,-7.326202421313471,-8.626944055375356,-7.864419904994565
NEC,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-6.835184586147301,-8.55756708555451
追加,-6.925431463995079,-7.3098814858247865,-7.676473646389156,-6.896441519081864,-7.830425617820331,-8.242493153187626,-5.631211781821365,-6.360342508218292
話題,-5.5391371028751895,-6.616734305264842,-4.935633622463955,-7.184123591533645,-6.577662649324963,-6.102426989691355,-6.835184586147301,-6.072660435766511
入れ食い,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
徒輩,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ヒルサイドプラザ,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
TED,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
一聴,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
三浦大知,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
千寿,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
BREAKING,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
針,-8.717190933223135,-7.715346593932951,-6.760182914515001,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
原住民,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
王者,-8.717190933223135,-6.799055862058796,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
チュニジア,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
大麦,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-6.611656936499197
坂井,-8.717190933223135,-7.3098814858247865,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
太陽,-7.618578644555025,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ボコ・ハラム,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.44413125670044,-8.935640333747571,-8.626944055375356,-8.55756708555451
花柄,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
住民投票,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.44413125670044,-8.935640333747571,-8.626944055375356,-8.55756708555451
騒がしい,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
出口,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
特許,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-7.837028045079461,-6.429719478039138,-8.55756708555451
PDCAサイクル,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
アジアゾウ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.914134885946176,-8.935640333747571,-8.626944055375356,-8.55756708555451
おぞましい,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
百貨店,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.424960509712167,-8.242493153187626,-8.626944055375356,-8.55756708555451
最高峰,-8.717190933223135,-7.022199413373006,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
とろみ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-7.17127272443462
いける,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.326202421313471,-8.626944055375356,-8.55756708555451
SoulPowerRIGEL,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
横目,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
有吉,-7.330896572103244,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
性的,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-7.837028045079461,-8.626944055375356,-8.55756708555451
マイリトルナッツ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-6.227590132645361,-8.626944055375356,-8.55756708555451
さらう,-8.02404375266319,-7.715346593932951,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
Hulu,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
電気自動車,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-5.227735932375947,-8.935640333747571,-8.626944055375356,-8.55756708555451
高級車,-7.330896572103244,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
センサー,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-5.294739545200152,-8.55756708555451
新聞,-8.02404375266319,-7.715346593932951,-8.369620826949102,-7.589588699641809,-7.1372784372603855,-8.935640333747571,-8.626944055375356,-7.864419904994565
疾病,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
クルー,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
IMPLANT,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
頭頂,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
咲き乱れる,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
向け,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.240649694255466,-8.55756708555451
カップル,-7.330896572103244,-8.408493774492896,-7.676473646389156,-8.282735880201754,-7.424960509712167,-6.856198792067735,-8.626944055375356,-7.864419904994565
転々,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
Mitter,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
単三,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.240649694255466,-8.55756708555451
岳彦,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
手放し,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
格安,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-7.864419904994565
元手,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
幼少,-8.02404375266319,-7.3098814858247865,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-7.933796874815411,-8.55756708555451
阿部祐二,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
続発,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
八光,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
神奈川県,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.326202421313471,-8.626944055375356,-7.458954796886401
SOC,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
