,エンタメ,スポーツ,おもしろ,国内,海外,コラム,IT・科学,グルメ
笑い飯,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
夜,-7.618578644555025,-8.408493774492896,-6.983326465829211,-6.673297967767653,-6.125677525581906,-6.5377450609492005,-8.626944055375356,-6.4781255438746745
トランスミッタ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
夢のひとつ,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
王将戦,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
究極,-8.717190933223135,-7.715346593932951,-7.676473646389156,-7.589588699641809,-8.523572798380277,-7.837028045079461,-8.626944055375356,-6.94812917312041
機敏,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.458954796886401
生む,-8.02404375266319,-7.3098814858247865,-8.369620826949102,-7.589588699641809,-7.424960509712167,-7.837028045079461,-8.626944055375356,-7.864419904994565
スマホメーカ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
ホットケーキ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.458954796886401
足る,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
電子音,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
協調性,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.54934597262768,-8.626944055375356,-8.55756708555451
橘,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
サステナビリティ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.914134885946176,-8.242493153187626,-8.626944055375356,-8.55756708555451
鮮度,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-6.94812917312041
始球式,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
伺い,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
血糖値,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-7.458954796886401
世界ランキング,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
癌,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.143880864519516,-8.626944055375356,-8.55756708555451
物産,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.184123591533645,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
戸籍,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.914134885946176,-8.935640333747571,-8.626944055375356,-8.55756708555451
マイヤー,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
郵便局,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
BBC,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
ティラミス,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.326202421313471,-8.626944055375356,-6.94812917312041
脱出ゲーム,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
巨人,-8.717190933223135,-5.84354441703136,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
バレ,-8.717190933223135,-8.408493774492896,-6.067035733955056,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
前向き,-8.02404375266319,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-7.54934597262768,-8.626944055375356,-8.55756708555451
IhPGGl,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
シングルス,-8.717190933223135,-5.769436444877638,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
一帯一路,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.424960509712167,-8.935640333747571,-8.626944055375356,-8.55756708555451
野望,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ムリ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
新郎,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
敢行,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
予想天気図,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.184123591533645,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
いろいろ,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-7.143880864519516,-7.528331766707247,-7.864419904994565
山口県,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
レン,-6.519966355886916,-7.715346593932951,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
スタージョン,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.914134885946176,-8.935640333747571,-8.626944055375356,-8.55756708555451
FLATSURVIVE,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ポリミアン,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
石塚,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
代表招集,-8.717190933223135,-7.3098814858247865,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
取り分け,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
桧山,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
あまり,-8.02404375266319,-8.408493774492896,-7.271008538280992,-8.282735880201754,-7.830425617820331,-7.326202421313471,-8.626944055375356,-8.55756708555451
ナレッジ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
Effect,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
前者,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
バリー・ソネンフェルド,-8.717190933223135,-8.408493774492896,-6.983326465829211,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
なおざり,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
JILL,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.326202421313471,-8.626944055375356,-8.55756708555451
絶つ,-7.330896572103244,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
身,-7.330896572103244,-7.3098814858247865,-6.290179285269266,-8.282735880201754,-7.1372784372603855,-6.856198792067735,-6.835184586147301,-7.458954796886401
立ち上がる,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
恐喝,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
asia,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
東京労働局,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
空気,-7.618578644555025,-8.408493774492896,-8.369620826949102,-6.336825731146441,-7.424960509712167,-6.370690976286034,-7.933796874815411,-8.55756708555451
ＭＣ,-8.02404375266319,-8.408493774492896,-8.369620826949102,-6.490976410973699,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
シロ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-7.864419904994565
荷物,-8.717190933223135,-7.715346593932951,-7.676473646389156,-8.282735880201754,-7.830425617820331,-7.837028045079461,-8.626944055375356,-8.55756708555451
M.A.Y,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
野本,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
Wikipedia,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
被害妄想,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.424960509712167,-8.935640333747571,-8.626944055375356,-8.55756708555451
採る,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-6.765807616326455
浦和,-8.717190933223135,-5.769436444877638,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ホワイトハウス,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.424960509712167,-8.935640333747571,-8.626944055375356,-8.55756708555451
Systems,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
結露,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
色々,-8.02404375266319,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-7.54934597262768,-8.626944055375356,-8.55756708555451
生存競争,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
時事通信,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.184123591533645,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
日中関係,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
スキャロップド・ブレイシング,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
いい,-5.672668495499711,-6.010598501694526,-5.884714177161102,-7.589588699641809,-7.424960509712167,-4.9283071485151,-6.0619946979138195,-5.667195327658346
マルサラワイン,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
毛並み,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
Dragon,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
お出まし,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
黒い,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-7.837028045079461,-8.626944055375356,-8.55756708555451
ガイド,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-7.017506142941256,-7.864419904994565
長谷部誠,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
DH,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.424960509712167,-8.242493153187626,-8.626944055375356,-8.55756708555451
居る,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-7.933796874815411,-8.55756708555451
同国,-8.717190933223135,-7.3098814858247865,-8.369620826949102,-8.282735880201754,-6.326348221044057,-8.242493153187626,-8.626944055375356,-8.55756708555451
ホンダ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.1372784372603855,-8.935640333747571,-8.626944055375356,-8.55756708555451
ラ・ベルデ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
部屋,-7.330896572103244,-6.32905223281306,-6.423710677893788,-7.589588699641809,-7.830425617820331,-5.197970715464202,-7.933796874815411,-7.864419904994565
相場,-7.330896572103244,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
家事,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-7.326202421313471,-8.626944055375356,-8.55756708555451
定期,-7.618578644555025,-8.408493774492896,-6.983326465829211,-7.589588699641809,-8.523572798380277,-7.54934597262768,-7.933796874815411,-8.55756708555451
悩み,-8.02404375266319,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-6.738415756411351,-8.626944055375356,-7.864419904994565
前方,-7.107753020789034,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.1372784372603855,-8.935640333747571,-7.933796874815411,-8.55756708555451
友野,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
打てる,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
奏音,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
明滅,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
ソーセージ,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
博覧会,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
長期間,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
くま,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
イングランド代表,-8.717190933223135,-6.799055862058796,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ハイブリッドインセル,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
流行る,-8.02404375266319,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-7.837028045079461,-7.933796874815411,-7.864419904994565
かやく,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-6.360342508218292
内容,-6.519966355886916,-6.32905223281306,-6.983326465829211,-5.574685679099544,-6.914134885946176,-5.677543795726089,-6.229048782576986,-6.15967181275614
言い方,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
読書,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
テラピー,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
Robot,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
なめい,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
Ｓｉｒｉｓｒｉｒｏ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
カラフル,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-6.738415756411351,-7.933796874815411,-6.611656936499197
ドライ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.326202421313471,-8.626944055375356,-8.55756708555451
只今,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
明太子,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
WILL,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
飛,-8.717190933223135,-6.462583625437583,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
amanaimages,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
梱,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-7.528331766707247,-8.55756708555451
切磋琢磨,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
定休,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-6.4781255438746745
makes,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
アフリカ予選,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
浮上,-8.717190933223135,-6.799055862058796,-8.369620826949102,-8.282735880201754,-7.424960509712167,-8.935640333747571,-8.626944055375356,-8.55756708555451
かっこいい,-8.717190933223135,-7.715346593932951,-7.271008538280992,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
白衣,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.458954796886401
スキンケア,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.54934597262768,-8.626944055375356,-8.55756708555451
準拠,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
東京都足立区,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
したう,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
総合,-7.618578644555025,-7.715346593932951,-8.369620826949102,-7.589588699641809,-7.1372784372603855,-8.242493153187626,-7.240649694255466,-8.55756708555451
Explosion,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.017506142941256,-8.55756708555451
政府首脳,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
特別養子縁組,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
ソブリン,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
粉チーズ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.17127272443462
ソファー,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
ガードレール,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.577662649324963,-8.935640333747571,-8.626944055375356,-8.55756708555451
常務,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
慰留,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
受ける,-6.009140732120925,-5.769436444877638,-6.760182914515001,-5.147241664272604,-5.122375416718121,-5.757586503399625,-5.987886725760098,-7.17127272443462
日経平均株価,-8.717190933223135,-8.408493774492896,-8.369620826949102,-6.203294338521919,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
El,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
踏破,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
川口春奈,-7.330896572103244,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
IT,-6.771280784167821,-8.408493774492896,-8.369620826949102,-7.589588699641809,-7.830425617820331,-6.296583004132312,-7.240649694255466,-8.55756708555451
呉,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.424960509712167,-8.935640333747571,-8.626944055375356,-8.55756708555451
フリー走行,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
Keep,-8.717190933223135,-6.799055862058796,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
他者,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
直立不動,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
データ,-7.618578644555025,-7.3098814858247865,-6.983326465829211,-8.282735880201754,-7.830425617820331,-6.856198792067735,-5.16120815257563,-6.15967181275614
つーちゃん,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
文部科学省,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
外資系,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
型,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-7.17127272443462
南シナ海,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.424960509712167,-8.935640333747571,-8.626944055375356,-8.55756708555451
室蘭,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.184123591533645,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
What,-8.02404375266319,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
fabless,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
生き残る,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.242493153187626,-7.933796874815411,-8.55756708555451
フォーブス,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
エルティーイーエー,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
内野安打,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
VDC,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.184123591533645,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
シキボウ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.458954796886401
Telegraph,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
過去,-5.883977589166919,-5.923587124704897,-6.760182914515001,-7.589588699641809,-6.577662649324963,-6.856198792067735,-6.229048782576986,-7.17127272443462
励む,-7.618578644555025,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
ドロップダウンリスト,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
賞,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
禁止薬物,-8.717190933223135,-7.3098814858247865,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
筆頭,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
行列,-6.925431463995079,-8.408493774492896,-8.369620826949102,-7.184123591533645,-8.523572798380277,-8.935640333747571,-8.626944055375356,-6.94812917312041
